t,x,y,z
2.918,3.7295,-0.587785,76.7967
2.919,3.72975,-0.309017,76.8586
2.92,3.73,-6.61304e-11,76.9206
2.921,3.73025,0.309017,76.9826
2.922,3.7305,0.587785,77.0446
2.923,3.73075,0.809017,77.1067
2.924,3.731,0.951057,77.1689
2.925,3.73125,1,77.231
2.926,3.7315,0.951057,77.2932
2.927,3.73175,0.809017,77.3555
2.928,3.732,0.587785,77.4177
2.929,3.73225,0.309017,77.4801
2.93,3.7325,6.64823e-11,77.5424
2.931,3.73275,-0.309017,77.6048
2.932,3.733,-0.587785,77.6672
2.933,3.73325,-0.809017,77.7297
2.934,3.7335,-0.951057,77.7922
2.935,3.73375,-1,77.8547
2.936,3.734,-0.951057,77.9173
2.937,3.73425,-0.809017,77.9799
2.938,3.7345,-0.587785,78.0426
2.939,3.73475,-0.309017,78.1052
2.94,3.735,-6.68341e-11,78.168
2.941,3.73525,0.309017,78.2307
2.942,3.7355,0.587785,78.2935
2.943,3.73575,0.809017,78.3564
2.944,3.736,0.951057,78.4192
2.945,3.73625,1,78.4821
2.946,3.7365,0.951057,78.5451
2.947,3.73675,0.809017,78.6081
2.948,3.737,0.587785,78.6711
2.949,3.73725,0.309017,78.7342
2.95,3.7375,6.7186e-11,78.7972
2.951,3.73775,-0.309017,78.8604
2.952,3.738,-0.587785,78.9236
2.953,3.73825,-0.809017,78.9868
2.954,3.7385,-0.951057,79.05
2.955,3.73875,-1,79.1133
2.956,3.739,-0.951057,79.1766
2.957,3.73925,-0.809017,79.24
2.958,3.7395,-0.587785,79.3034
2.959,3.73975,-0.309017,79.3668
2.96,3.74,-6.75378e-11,79.4303
2.961,3.74025,0.309017,79.4938
2.962,3.7405,0.587785,79.5573
2.963,3.74075,0.809017,79.6209
2.964,3.741,0.951057,79.6845
2.965,3.74125,1,79.7482
2.966,3.7415,0.951057,79.8119
2.967,3.74175,0.809017,79.8756
2.968,3.742,0.587785,79.9394
2.969,3.74225,0.309017,80.0032
2.97,3.7425,6.78897e-11,80.067
2.971,3.74275,-0.309017,80.1309
2.972,3.743,-0.587785,80.1949
2.973,3.74325,-0.809017,80.2588
2.974,3.7435,-0.951057,80.3228
2.975,3.74375,-1,80.3868
2.976,3.744,-0.951057,80.4509
2.977,3.74425,-0.809017,80.515
2.978,3.7445,-0.587785,80.5792
2.979,3.74475,-0.309017,80.6434
2.98,3.745,-6.82415e-11,80.7076
2.981,3.74525,0.309017,80.7718
2.982,3.7455,0.587785,80.8361
2.983,3.74575,0.809017,80.9005
2.984,3.746,0.951057,80.9649
2.985,3.74625,1,81.0293
2.986,3.7465,0.951057,81.0937
2.987,3.74675,0.809017,81.1582
2.988,3.747,0.587785,81.2227
2.989,3.74725,0.309017,81.2873
2.99,3.7475,6.85933e-11,81.3519
2.991,3.74775,-0.309017,81.4165
2.992,3.748,-0.587785,81.4812
2.993,3.74825,-0.809017,81.5459
2.994,3.7485,-0.951057,81.6107
2.995,3.74875,-1,81.6755
2.996,3.749,-0.951057,81.7403
2.997,3.74925,-0.809017,81.8052
2.998,3.7495,-0.587785,81.8701
2.999,3.74975,-0.309017,81.935
3,3.75,-6.89452e-11,82
3.001,3.75025,0.309017,82.065
3.002,3.7505,0.587785,82.1301
3.003,3.75075,0.809017,82.1952
3.004,3.751,0.951057,82.2603
3.005,3.75125,1,82.3255
3.006,3.7515,0.951057,82.3907
3.007,3.75175,0.809017,82.4559
3.008,3.752,0.587785,82.5212
3.009,3.75225,0.309017,82.5865
3.01,3.7525,6.9297e-11,82.6519
3.011,3.75275,-0.309017,82.7173
3.012,3.753,-0.587785,82.7827
3.013,3.75325,-0.809017,82.8482
3.014,3.7535,-0.951057,82.9137
3.015,3.75375,-1,82.9793
3.016,3.754,-0.951057,83.0449
3.017,3.75425,-0.809017,83.1105
3.018,3.7545,-0.587785,83.1762
3.019,3.75475,-0.309017,83.2419
3.02,3.755,-6.96489e-11,83.3076
3.021,3.75525,0.309017,83.3734
3.022,3.7555,0.587785,83.4392
3.023,3.75575,0.809017,83.5051
3.024,3.756,0.951057,83.571
3.025,3.75625,1,83.6369
3.026,3.7565,0.951057,83.7029
3.027,3.75675,0.809017,83.7689
3.028,3.757,0.587785,83.8349
3.029,3.75725,0.309017,83.901
3.03,3.7575,7.00007e-11,83.9672
3.031,3.75775,-0.309017,84.0333
3.032,3.758,-0.587785,84.0995
3.033,3.75825,-0.809017,84.1658
3.034,3.7585,-0.951057,84.232
3.035,3.75875,-1,84.2984
3.036,3.759,-0.951057,84.3647
3.037,3.75925,-0.809017,84.4311
3.038,3.7595,-0.587785,84.4975
3.039,3.75975,-0.309017,84.564
3.04,3.76,-7.03525e-11,84.6305
3.041,3.76025,0.309017,84.6971
3.042,3.7605,0.587785,84.7637
3.043,3.76075,0.809017,84.8303
3.044,3.761,0.951057,84.897
3.045,3.76125,1,84.9637
3.046,3.7615,0.951057,85.0304
3.047,3.76175,0.809017,85.0972
3.048,3.762,0.587785,85.164
3.049,3.76225,0.309017,85.2309
3.05,3.7625,7.05907e-11,85.2977
3.051,3.76275,-0.309017,85.3647
3.052,3.763,-0.587785,85.4317
3.053,3.76325,-0.809017,85.4987
3.054,3.7635,-0.951057,85.5657
3.055,3.76375,-1,85.6328
3.056,3.764,-0.951057,85.6999
3.057,3.76425,-0.809017,85.7671
3.058,3.7645,-0.587785,85.8343
3.059,3.76475,-0.309017,85.9015
3.06,3.765,-7.09425e-11,85.9688
3.061,3.76525,0.309017,86.0362
3.062,3.7655,0.587785,86.1035
3.063,3.76575,0.809017,86.1709
3.064,3.766,0.951057,86.2383
3.065,3.76625,1,86.3058
3.066,3.7665,0.951057,86.3733
3.067,3.76675,0.809017,86.4409
3.068,3.767,0.587785,86.5085
3.069,3.76725,0.309017,86.5761
3.07,3.7675,7.12944e-11,86.6438
3.071,3.76775,-0.309017,86.7115
3.072,3.768,-0.587785,86.7792
3.073,3.76825,-0.809017,86.847
3.074,3.7685,-0.951057,86.9149
3.075,3.76875,-1,86.9827
3.076,3.769,-0.951057,87.0506
3.077,3.76925,-0.809017,87.1186
3.078,3.7695,-0.587785,87.1865
3.079,3.76975,-0.309017,87.2546
3.08,3.77,-7.16462e-11,87.3226
3.081,3.77025,0.309017,87.3907
3.082,3.7705,0.587785,87.4589
3.083,3.77075,0.809017,87.527
3.084,3.771,0.951057,87.5952
3.085,3.77125,1,87.6635
3.086,3.7715,0.951057,87.7318
3.087,3.77175,0.809017,87.8001
3.088,3.772,0.587785,87.8685
3.089,3.77225,0.309017,87.9369
3.09,3.7725,7.19981e-11,88.0054
3.091,3.77275,-0.309017,88.0738
3.092,3.773,-0.587785,88.1424
3.093,3.77325,-0.809017,88.2109
3.094,3.7735,-0.951057,88.2795
3.095,3.77375,-1,88.3482
3.096,3.774,-0.951057,88.4169
3.097,3.77425,-0.809017,88.4856
3.098,3.7745,-0.587785,88.5544
3.099,3.77475,-0.309017,88.6232
3.1,3.775,-7.23499e-11,88.692
3.101,3.77525,0.309017,88.7609
3.102,3.7755,0.587785,88.8298
3.103,3.77575,0.809017,88.8988
3.104,3.776,0.951057,88.9678
3.105,3.77625,1,89.0368
3.106,3.7765,0.951057,89.1059
3.107,3.77675,0.809017,89.175
3.108,3.777,0.587785,89.2441
3.109,3.77725,0.309017,89.3133
3.11,3.7775,7.27017e-11,89.3826
3.111,3.77775,-0.309017,89.4518
3.112,3.778,-0.587785,89.5211
3.113,3.77825,-0.809017,89.5905
3.114,3.7785,-0.951057,89.6599
3.115,3.77875,-1,89.7293
3.116,3.779,-0.951057,89.7988
3.117,3.77925,-0.809017,89.8683
3.118,3.7795,-0.587785,89.9378
3.119,3.77975,-0.309017,90.0074
3.12,3.78,-7.30536e-11,90.0771
3.121,3.78025,0.309017,90.1467
3.122,3.7805,0.587785,90.2164
3.123,3.78075,0.809017,90.2862
3.124,3.781,0.951057,90.356
3.125,3.78125,1,90.4258
3.126,3.7815,0.951057,90.4956
3.127,3.78175,0.809017,90.5655
3.128,3.782,0.587785,90.6355
3.129,3.78225,0.309017,90.7055
3.13,3.7825,7.34054e-11,90.7755
3.131,3.78275,-0.309017,90.8456
3.132,3.783,-0.587785,90.9157
3.133,3.78325,-0.809017,90.9858
3.134,3.7835,-0.951057,91.056
3.135,3.78375,-1,91.1262
3.136,3.784,-0.951057,91.1965
3.137,3.78425,-0.809017,91.2668
3.138,3.7845,-0.587785,91.3371
3.139,3.78475,-0.309017,91.4075
3.14,3.785,-7.37573e-11,91.4779
3.141,3.78525,0.309017,91.5483
3.142,3.7855,0.587785,91.6188
3.143,3.78575,0.809017,91.6894
3.144,3.786,0.951057,91.76
3.145,3.78625,1,91.8306
3.146,3.7865,0.951057,91.9012
3.147,3.78675,0.809017,91.9719
3.148,3.787,0.587785,92.0427
3.149,3.78725,0.309017,92.1134
3.15,3.7875,7.41091e-11,92.1842
3.151,3.78775,-0.309017,92.2551
3.152,3.788,-0.587785,92.326
3.153,3.78825,-0.809017,92.3969
3.154,3.7885,-0.951057,92.4679
3.155,3.78875,-1,92.5389
3.156,3.789,-0.951057,92.61
3.157,3.78925,-0.809017,92.6811
3.158,3.7895,-0.587785,92.7522
3.159,3.78975,-0.309017,92.8234
3.16,3.79,-7.44609e-11,92.8946
3.161,3.79025,0.309017,92.9658
3.162,3.7905,0.587785,93.0371
3.163,3.79075,0.809017,93.1085
3.164,3.791,0.951057,93.1798
3.165,3.79125,1,93.2513
3.166,3.7915,0.951057,93.3227
3.167,3.79175,0.809017,93.3942
3.168,3.792,0.587785,93.4657
3.169,3.79225,0.309017,93.5373
3.17,3.7925,7.48128e-11,93.6089
3.171,3.79275,-0.309017,93.6806
3.172,3.793,-0.587785,93.7523
3.173,3.79325,-0.809017,93.824
3.174,3.7935,-0.951057,93.8958
3.175,3.79375,-1,93.9676
3.176,3.794,-0.951057,94.0394
3.177,3.79425,-0.809017,94.1113
3.178,3.7945,-0.587785,94.1833
3.179,3.79475,-0.309017,94.2552
3.18,3.795,-7.51646e-11,94.3273
3.181,3.79525,0.309017,94.3993
3.182,3.7955,0.587785,94.4714
3.183,3.79575,0.809017,94.5435
3.184,3.796,0.951057,94.6157
3.185,3.79625,1,94.6879
3.186,3.7965,0.951057,94.7602
3.187,3.79675,0.809017,94.8325
3.188,3.797,0.587785,94.9048
3.189,3.79725,0.309017,94.9772
3.19,3.7975,7.55165e-11,95.0496
3.191,3.79775,-0.309017,95.1221
3.192,3.798,-0.587785,95.1946
3.193,3.79825,-0.809017,95.2671
3.194,3.7985,-0.951057,95.3397
3.195,3.79875,-1,95.4123
3.196,3.799,-0.951057,95.485
3.197,3.79925,-0.809017,95.5577
3.198,3.7995,-0.587785,95.6304
3.199,3.79975,-0.309017,95.7032
3.2,3.8,-7.58683e-11,95.776
3.201,3.80025,0.309017,95.8489
3.202,3.8005,0.587785,95.9218
3.203,3.80075,0.809017,95.9947
3.204,3.801,0.951057,96.0677
3.205,3.80125,1,96.1407
3.206,3.8015,0.951057,96.2138
3.207,3.80175,0.809017,96.2869
3.208,3.802,0.587785,96.36
3.209,3.80225,0.309017,96.4332
3.21,3.8025,7.62202e-11,96.5064
3.211,3.80275,-0.309017,96.5797
3.212,3.803,-0.587785,96.653
3.213,3.80325,-0.809017,96.7263
3.214,3.8035,-0.951057,96.7997
3.215,3.80375,-1,96.8732
3.216,3.804,-0.951057,96.9466
3.217,3.80425,-0.809017,97.0201
3.218,3.8045,-0.587785,97.0937
3.219,3.80475,-0.309017,97.1673
3.22,3.805,-7.6572e-11,97.2409
3.221,3.80525,0.309017,97.3146
3.222,3.8055,0.587785,97.3883
3.223,3.80575,0.809017,97.462
3.224,3.806,0.951057,97.5358
3.225,3.80625,1,97.6097
3.226,3.8065,0.951057,97.6835
3.227,3.80675,0.809017,97.7574
3.228,3.807,0.587785,97.8314
3.229,3.80725,0.309017,97.9054
3.23,3.8075,7.69238e-11,97.9794
3.231,3.80775,-0.309017,98.0535
3.232,3.808,-0.587785,98.1276
3.233,3.80825,-0.809017,98.2018
3.234,3.8085,-0.951057,98.276
3.235,3.80875,-1,98.3502
3.236,3.809,-0.951057,98.4245
3.237,3.80925,-0.809017,98.4988
3.238,3.8095,-0.587785,98.5732
3.239,3.80975,-0.309017,98.6476
3.24,3.81,-7.7162e-11,98.722
3.241,3.81025,0.309017,98.7965
3.242,3.8105,0.587785,98.8711
3.243,3.81075,0.809017,98.9456
3.244,3.811,0.951057,99.0202
3.245,3.81125,1,99.0949
3.246,3.8115,0.951057,99.1696
3.247,3.81175,0.809017,99.2443
3.248,3.812,0.587785,99.3191
3.249,3.81225,0.309017,99.3939
3.25,3.8125,7.75138e-11,99.4687
3.251,3.81275,-0.309017,99.5436
3.252,3.813,-0.587785,99.6186
3.253,3.81325,-0.809017,99.6936
3.254,3.8135,-0.951057,99.7686
3.255,3.81375,-1,99.8436
3.256,3.814,-0.951057,99.9187
3.257,3.81425,-0.809017,99.9939
3.258,3.8145,-0.587785,100.069
3.259,3.81475,-0.309017,100.144
3.26,3.815,-7.78657e-11,100.22
3.261,3.81525,0.309017,100.295
3.262,3.8155,0.587785,100.37
3.263,3.81575,0.809017,100.446
3.264,3.816,0.951057,100.521
3.265,3.81625,1,100.596
3.266,3.8165,0.951057,100.672
3.267,3.81675,0.809017,100.748
3.268,3.817,0.587785,100.823
3.269,3.81725,0.309017,100.899
3.27,3.8175,7.82175e-11,100.974
3.271,3.81775,-0.309017,101.05
3.272,3.818,-0.587785,101.126
3.273,3.81825,-0.809017,101.202
3.274,3.8185,-0.951057,101.278
3.275,3.81875,-1,101.353
3.276,3.819,-0.951057,101.429
3.277,3.81925,-0.809017,101.505
3.278,3.8195,-0.587785,101.581
3.279,3.81975,-0.309017,101.657
3.28,3.82,-7.85694e-11,101.734
3.281,3.82025,0.309017,101.81
3.282,3.8205,0.587785,101.886
3.283,3.82075,0.809017,101.962
3.284,3.821,0.951057,102.038
3.285,3.82125,1,102.115
3.286,3.8215,0.951057,102.191
3.287,3.82175,0.809017,102.267
3.288,3.822,0.587785,102.344
3.289,3.82225,0.309017,102.42
3.29,3.8225,7.89212e-11,102.497
3.291,3.82275,-0.309017,102.573
3.292,3.823,-0.587785,102.65
3.293,3.82325,-0.809017,102.726
3.294,3.8235,-0.951057,102.803
3.295,3.82375,-1,102.88
3.296,3.824,-0.951057,102.957
3.297,3.82425,-0.809017,103.033
3.298,3.8245,-0.587785,103.11
3.299,3.82475,-0.309017,103.187
3.3,3.825,-7.9273e-11,103.264
3.301,3.82525,0.309017,103.341
3.302,3.8255,0.587785,103.418
3.303,3.82575,0.809017,103.495
3.304,3.826,0.951057,103.572
3.305,3.82625,1,103.649
3.306,3.8265,0.951057,103.726
3.307,3.82675,0.809017,103.804
3.308,3.827,0.587785,103.881
3.309,3.82725,0.309017,103.958
3.31,3.8275,7.96249e-11,104.035
3.311,3.82775,-0.309017,104.113
3.312,3.828,-0.587785,104.19
3.313,3.82825,-0.809017,104.268
3.314,3.8285,-0.951057,104.345
3.315,3.82875,-1,104.423
3.316,3.829,-0.951057,104.5
3.317,3.82925,-0.809017,104.578
3.318,3.8295,-0.587785,104.656
3.319,3.82975,-0.309017,104.733
3.32,3.83,-7.99767e-11,104.811
3.321,3.83025,0.309017,104.889
3.322,3.8305,0.587785,104.967
3.323,3.83075,0.809017,105.045
3.324,3.831,0.951057,105.123
3.325,3.83125,1,105.201
3.326,3.8315,0.951057,105.279
3.327,3.83175,0.809017,105.357
3.328,3.832,0.587785,105.435
3.329,3.83225,0.309017,105.513
3.33,3.8325,8.03286e-11,105.591
3.331,3.83275,-0.309017,105.669
3.332,3.833,-0.587785,105.747
3.333,3.83325,-0.809017,105.826
3.334,3.8335,-0.951057,105.904
3.335,3.83375,-1,105.982
3.336,3.834,-0.951057,106.061
3.337,3.83425,-0.809017,106.139
3.338,3.8345,-0.587785,106.218
3.339,3.83475,-0.309017,106.296
3.34,3.835,-8.06804e-11,106.375
3.341,3.83525,0.309017,106.454
3.342,3.8355,0.587785,106.532
3.343,3.83575,0.809017,106.611
3.344,3.836,0.951057,106.69
3.345,3.83625,1,106.769
3.346,3.8365,0.951057,106.847
3.347,3.83675,0.809017,106.926
3.348,3.837,0.587785,107.005
3.349,3.83725,0.309017,107.084
3.35,3.8375,8.10322e-11,107.163
3.351,3.83775,-0.309017,107.242
3.352,3.838,-0.587785,107.321
3.353,3.83825,-0.809017,107.401
3.354,3.8385,-0.951057,107.48
3.355,3.83875,-1,107.559
3.356,3.839,-0.951057,107.638
3.357,3.83925,-0.809017,107.718
3.358,3.8395,-0.587785,107.797
3.359,3.83975,-0.309017,107.876
3.36,3.84,-8.13841e-11,107.956
3.361,3.84025,0.309017,108.035
3.362,3.8405,0.587785,108.115
3.363,3.84075,0.809017,108.194
3.364,3.841,0.951057,108.274
3.365,3.84125,1,108.354
3.366,3.8415,0.951057,108.433
3.367,3.84175,0.809017,108.513
3.368,3.842,0.587785,108.593
3.369,3.84225,0.309017,108.673
3.37,3.8425,8.17359e-11,108.752
3.371,3.84275,-0.309017,108.832
3.372,3.843,-0.587785,108.912
3.373,3.84325,-0.809017,108.992
3.374,3.8435,-0.951057,109.072
3.375,3.84375,-1,109.152
3.376,3.844,-0.951057,109.232
3.377,3.84425,-0.809017,109.313
3.378,3.8445,-0.587785,109.393
3.379,3.84475,-0.309017,109.473
3.38,3.845,-8.20878e-11,109.553
3.381,3.84525,0.309017,109.634
3.382,3.8455,0.587785,109.714
3.383,3.84575,0.809017,109.794
3.384,3.846,0.951057,109.875
3.385,3.84625,1,109.955
3.386,3.8465,0.951057,110.036
3.387,3.84675,0.809017,110.117
3.388,3.847,0.587785,110.197
3.389,3.84725,0.309017,110.278
3.39,3.8475,8.24396e-11,110.359
3.391,3.84775,-0.309017,110.439
3.392,3.848,-0.587785,110.52
3.393,3.84825,-0.809017,110.601
3.394,3.8485,-0.951057,110.682
3.395,3.84875,-1,110.763
3.396,3.849,-0.951057,110.844
3.397,3.84925,-0.809017,110.925
3.398,3.8495,-0.587785,111.006
3.399,3.84975,-0.309017,111.087
3.4,3.85,-8.27914e-11,111.168
3.401,3.85025,0.309017,111.249
3.402,3.8505,0.587785,111.33
3.403,3.85075,0.809017,111.412
3.404,3.851,0.951057,111.493
3.405,3.85125,1,111.574
3.406,3.8515,0.951057,111.656
3.407,3.85175,0.809017,111.737
3.408,3.852,0.587785,111.819
3.409,3.85225,0.309017,111.9
3.41,3.8525,8.31433e-11,111.982
3.411,3.85275,-0.309017,112.063
3.412,3.853,-0.587785,112.145
3.413,3.85325,-0.809017,112.227
3.414,3.8535,-0.951057,112.308
3.415,3.85375,-1,112.39
3.416,3.854,-0.951057,112.472
3.417,3.85425,-0.809017,112.554
3.418,3.8545,-0.587785,112.636
3.419,3.85475,-0.309017,112.718
3.42,3.855,-8.34951e-11,112.8
3.421,3.85525,0.309017,112.882
3.422,3.8555,0.587785,112.964
3.423,3.85575,0.809017,113.046
3.424,3.856,0.951057,113.128
3.425,3.85625,1,113.21
3.426,3.8565,0.951057,113.293
3.427,3.85675,0.809017,113.375
3.428,3.857,0.587785,113.457
3.429,3.85725,0.309017,113.54
3.43,3.8575,8.3847e-11,113.622
3.431,3.85775,-0.309017,113.705
3.432,3.858,-0.587785,113.787
3.433,3.85825,-0.809017,113.87
3.434,3.8585,-0.951057,113.952
3.435,3.85875,-1,114.035
3.436,3.859,-0.951057,114.118
3.437,3.85925,-0.809017,114.2
3.438,3.8595,-0.587785,114.283
3.439,3.85975,-0.309017,114.366
3.44,3.86,-8.41988e-11,114.449
3.441,3.86025,0.309017,114.532
3.442,3.8605,0.587785,114.615
3.443,3.86075,0.809017,114.698
3.444,3.861,0.951057,114.781
3.445,3.86125,1,114.864
3.446,3.8615,0.951057,114.947
3.447,3.86175,0.809017,115.03
3.448,3.862,0.587785,115.113
3.449,3.86225,0.309017,115.196
3.45,3.8625,8.45507e-11,115.28
3.451,3.86275,-0.309017,115.363
3.452,3.863,-0.587785,115.446
3.453,3.86325,-0.809017,115.53
3.454,3.8635,-0.951057,115.613
3.455,3.86375,-1,115.697
3.456,3.864,-0.951057,115.78
3.457,3.86425,-0.809017,115.864
3.458,3.8645,-0.587785,115.948
3.459,3.86475,-0.309017,116.031
3.46,3.865,-8.49025e-11,116.115
3.461,3.86525,0.309017,116.199
3.462,3.8655,0.587785,116.283
3.463,3.86575,0.809017,116.367
3.464,3.866,0.951057,116.45
3.465,3.86625,1,116.534
3.466,3.8665,0.951057,116.618
3.467,3.86675,0.809017,116.702
3.468,3.867,0.587785,116.786
3.469,3.86725,0.309017,116.871
3.47,3.8675,8.52543e-11,116.955
3.471,3.86775,-0.309017,117.039
3.472,3.868,-0.587785,117.123
3.473,3.86825,-0.809017,117.207
3.474,3.8685,-0.951057,117.292
3.475,3.86875,-1,117.376
3.476,3.869,-0.951057,117.461
3.477,3.86925,-0.809017,117.545
3.478,3.8695,-0.587785,117.63
3.479,3.86975,-0.309017,117.714
3.48,3.87,-8.56062e-11,117.799
3.481,3.87025,0.309017,117.883
3.482,3.8705,0.587785,117.968
3.483,3.87075,0.809017,118.053
3.484,3.871,0.951057,118.138
3.485,3.87125,1,118.222
3.486,3.8715,0.951057,118.307
3.487,3.87175,0.809017,118.392
3.488,3.872,0.587785,118.477
3.489,3.87225,0.309017,118.562
3.49,3.8725,8.5958e-11,118.647
3.491,3.87275,-0.309017,118.732
3.492,3.873,-0.587785,118.817
3.493,3.87325,-0.809017,118.903
3.494,3.8735,-0.951057,118.988
3.495,3.87375,-1,119.073
3.496,3.874,-0.951057,119.158
3.497,3.87425,-0.809017,119.244
3.498,3.8745,-0.587785,119.329
3.499,3.87475,-0.309017,119.415
3.5,3.875,-8.63099e-11,119.5
3.501,3.87525,0.309017,119.586
3.502,3.8755,0.587785,119.671
3.503,3.87575,0.809017,119.757
3.504,3.876,0.951057,119.842
3.505,3.87625,1,119.928
3.506,3.8765,0.951057,120.014
3.507,3.87675,0.809017,120.1
3.508,3.877,0.587785,120.185
3.509,3.87725,0.309017,120.271
3.51,3.8775,8.66617e-11,120.357
3.511,3.87775,-0.309017,120.443
3.512,3.878,-0.587785,120.529
3.513,3.87825,-0.809017,120.615
3.514,3.8785,-0.951057,120.701
3.515,3.87875,-1,120.787
3.516,3.879,-0.951057,120.874
3.517,3.87925,-0.809017,120.96
3.518,3.8795,-0.587785,121.046
3.519,3.87975,-0.309017,121.132
3.52,3.88,-8.70135e-11,121.219
3.521,3.88025,0.309017,121.305
3.522,3.8805,0.587785,121.392
3.523,3.88075,0.809017,121.478
3.524,3.881,0.951057,121.565
3.525,3.88125,1,121.651
3.526,3.8815,0.951057,121.738
3.527,3.88175,0.809017,121.825
3.528,3.882,0.587785,121.911
3.529,3.88225,0.309017,121.998
3.53,3.8825,8.7138e-11,122.085
3.531,3.88275,-0.309017,122.172
3.532,3.883,-0.587785,122.259
3.533,3.88325,-0.809017,122.346
3.534,3.8835,-0.951057,122.433
3.535,3.88375,-1,122.52
3.536,3.884,-0.951057,122.607
3.537,3.88425,-0.809017,122.694
3.538,3.8845,-0.587785,122.781
3.539,3.88475,-0.309017,122.868
3.54,3.885,-8.74898e-11,122.955
3.541,3.88525,0.309017,123.043
3.542,3.8855,0.587785,123.13
3.543,3.88575,0.809017,123.217
3.544,3.886,0.951057,123.305
3.545,3.88625,1,123.392
3.546,3.8865,0.951057,123.48
3.547,3.88675,0.809017,123.567
3.548,3.887,0.587785,123.655
3.549,3.88725,0.309017,123.743
3.55,3.8875,8.78417e-11,123.83
3.551,3.88775,-0.309017,123.918
3.552,3.888,-0.587785,124.006
3.553,3.88825,-0.809017,124.094
3.554,3.8885,-0.951057,124.181
3.555,3.88875,-1,124.269
3.556,3.889,-0.951057,124.357
3.557,3.88925,-0.809017,124.445
3.558,3.8895,-0.587785,124.533
3.559,3.88975,-0.309017,124.621
3.56,3.89,-8.81935e-11,124.71
3.561,3.89025,0.309017,124.798
3.562,3.8905,0.587785,124.886
3.563,3.89075,0.809017,124.974
3.564,3.891,0.951057,125.063
3.565,3.89125,1,125.151
3.566,3.8915,0.951057,125.239
3.567,3.89175,0.809017,125.328
3.568,3.892,0.587785,125.416
3.569,3.89225,0.309017,125.505
3.57,3.8925,8.85454e-11,125.593
3.571,3.89275,-0.309017,125.682
3.572,3.893,-0.587785,125.771
3.573,3.89325,-0.809017,125.86
3.574,3.8935,-0.951057,125.948
3.575,3.89375,-1,126.037
3.576,3.894,-0.951057,126.126
3.577,3.89425,-0.809017,126.215
3.578,3.8945,-0.587785,126.304
3.579,3.89475,-0.309017,126.393
3.58,3.895,-8.88972e-11,126.482
3.581,3.89525,0.309017,126.571
3.582,3.8955,0.587785,126.66
3.583,3.89575,0.809017,126.749
3.584,3.896,0.951057,126.838
3.585,3.89625,1,126.928
3.586,3.8965,0.951057,127.017
3.587,3.89675,0.809017,127.106
3.588,3.897,0.587785,127.196
3.589,3.89725,0.309017,127.285
3.59,3.8975,8.92491e-11,127.375
3.591,3.89775,-0.309017,127.464
3.592,3.898,-0.587785,127.554
3.593,3.89825,-0.809017,127.643
3.594,3.8985,-0.951057,127.733
3.595,3.89875,-1,127.823
3.596,3.899,-0.951057,127.913
3.597,3.89925,-0.809017,128.002
3.598,3.8995,-0.587785,128.092
3.599,3.89975,-0.309017,128.182
3.6,3.9,-8.96009e-11,128.272
3.601,3.90025,0.309017,128.362
3.602,3.9005,0.587785,128.452
3.603,3.90075,0.809017,128.542
3.604,3.901,0.951057,128.632
3.605,3.90125,1,128.722
3.606,3.9015,0.951057,128.813
3.607,3.90175,0.809017,128.903
3.608,3.902,0.587785,128.993
3.609,3.90225,0.309017,129.083
3.61,3.9025,8.99527e-11,129.174
3.611,3.90275,-0.309017,129.264
3.612,3.903,-0.587785,129.355
3.613,3.90325,-0.809017,129.445
3.614,3.9035,-0.951057,129.536
3.615,3.90375,-1,129.626
3.616,3.904,-0.951057,129.717
3.617,3.90425,-0.809017,129.808
3.618,3.9045,-0.587785,129.899
3.619,3.90475,-0.309017,129.989
3.62,3.905,-9.03046e-11,130.08
3.621,3.90525,0.309017,130.171
3.622,3.9055,0.587785,130.262
3.623,3.90575,0.809017,130.353
3.624,3.906,0.951057,130.444
3.625,3.90625,1,130.535
3.626,3.9065,0.951057,130.626
3.627,3.90675,0.809017,130.717
3.628,3.907,0.587785,130.809
3.629,3.90725,0.309017,130.9
3.63,3.9075,9.06564e-11,130.991
3.631,3.90775,-0.309017,131.083
3.632,3.908,-0.587785,131.174
3.633,3.90825,-0.809017,131.265
3.634,3.9085,-0.951057,131.357
3.635,3.90875,-1,131.448
3.636,3.909,-0.951057,131.54
3.637,3.90925,-0.809017,131.632
3.638,3.9095,-0.587785,131.723
3.639,3.90975,-0.309017,131.815
3.64,3.91,-9.10083e-11,131.907
3.641,3.91025,0.309017,131.998
3.642,3.9105,0.587785,132.09
3.643,3.91075,0.809017,132.182
3.644,3.911,0.951057,132.274
3.645,3.91125,1,132.366
3.646,3.9115,0.951057,132.458
3.647,3.91175,0.809017,132.55
3.648,3.912,0.587785,132.642
3.649,3.91225,0.309017,132.735
3.65,3.9125,9.13601e-11,132.827
3.651,3.91275,-0.309017,132.919
3.652,3.913,-0.587785,133.011
3.653,3.91325,-0.809017,133.104
3.654,3.9135,-0.951057,133.196
3.655,3.91375,-1,133.288
3.656,3.914,-0.951057,133.381
3.657,3.91425,-0.809017,133.474
3.658,3.9145,-0.587785,133.566
3.659,3.91475,-0.309017,133.659
3.66,3.915,-9.17119e-11,133.751
3.661,3.91525,0.309017,133.844
3.662,3.9155,0.587785,133.937
3.663,3.91575,0.809017,134.03
3.664,3.916,0.951057,134.123
3.665,3.91625,1,134.215
3.666,3.9165,0.951057,134.308
3.667,3.91675,0.809017,134.401
